# node	type	degree
E631	escort	26
E632	escort	1
E633	escort	3
E637	escort	45
E64	escort	1
E642	escort	2
E65	escort	9
E650	escort	29
E652	escort	2
E66	escort	5
E660	escort	2
E666	escort	4
E668	escort	1
E67	escort	1
E671	escort	1
E678	escort	8
E686	escort	1
E69	escort	6
E690	escort	1
E692	escort	6
E693	escort	8
E7	escort	11
E705	escort	3
E709	escort	2
E71	escort	11
E710	escort	9
E711	escort	4
E714	escort	7
E717	escort	2
E719	escort	2
E72	escort	6
E721	escort	2
E722	escort	11
E725	escort	7
E726	escort	14
E728	escort	1
E729	escort	6
E738	escort	2
E740	escort	1
E741	escort	2
E744	escort	1
E748	escort	5
E75	escort	1
E755	escort	1
E758	escort	4
E759	escort	1
E76	escort	10
E766	escort	7
E775	escort	1
E778	escort	9
E780	escort	2
E781	escort	24
E782	escort	32
E792	escort	19
E796	escort	2
E803	escort	7
E807	escort	2
E810	escort	1
E817	escort	1
E822	escort	9
E827	escort	5
E829	escort	27
E831	escort	4
E832	escort	4
E833	escort	5
E846	escort	1
E847	escort	6
E855	escort	3
E860	escort	1
E87	escort	6
E872	escort	1
E876	escort	4
E879	escort	2
E88	escort	2
E882	escort	34
E883	escort	4
E884	escort	3
E888	escort	20
E89	escort	4
E892	escort	4
E9	escort	1
E905	escort	1
E906	escort	7
E909	escort	2
E910	escort	3
E913	escort	3
E920	escort	3
E931	escort	7
E936	escort	2
E939	escort	4
E94	escort	2
E951	escort	2
E953	escort	5
E954	escort	20
E955	escort	4
E96	escort	1
E965	escort	10
E972	escort	4
E979	escort	19
E980	escort	11
E986	escort	6
E988	escort	4
E992	escort	1
E993	escort	26
E997	escort	11
